stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station
103378,103378,Hwy 33 E at Sadler,  49.888907,-119.386029,0,
103379,103379,Ross at Daimler,  49.856235,-119.593859,0,
103380,103380,Rutland Rd at Hartman,  49.899456,-119.387036,0,
103381,103381,Ross at Daimler,  49.856218,-119.594034,0,
103382,103382,Rutland at McCurdy,  49.900649,-119.386993,0,
103383,103383,Husch at Scarboro,  49.883602,-119.385261,0,
103384,103384,Rutland at McCurdy,  49.901504,-119.386678,0,
103385,103385,Rutland at Sumac,  49.903345,-119.386936,0,
103387,103387,Fitzpatrick at Aldon,  49.907184,-119.388155,0,
103388,103388,East Boundary 3120 Block,  49.848602,-119.588961,0,
103389,103389,East Boundary 3130 Block,  49.848560,-119.589187,0,
103392,103392,Rutland at Fitzpatrick,  49.906881,-119.386872,0,
103393,103393,Old Okanagan at Daimler,  49.856035,-119.596514,0,
103395,103395,Old Okanagan at Daimler,  49.856046,-119.596786,0,
103396,103396,McCurdy at Keyes,  49.901229,-119.384544,0,
103399,103399,McCulloch at June Springs,  49.841037,-119.408292,0,
103401,103401,Westridge at Crawford,  49.817365,-119.463839,0,
103403,103403,East Boundary at Vineyard,  49.845680,-119.588919,0,
103405,103405,Husch at Molnar,  49.883596,-119.381521,0,
103406,103406,McCulloch at June Springs,  49.840756,-119.406999,0,
103407,103407,East Boundary at Eagle,  49.844882,-119.589162,0,
103408,103408,Gordon at Buck,  49.813639,-119.482891,0,
103410,103410,Molnar at Milton,  49.887545,-119.379682,0,
103411,103411,Molnar at Husch,  49.884190,-119.379628,0,
103412,103412,Molnar at Holbrook,  49.885781,-119.379692,0,
103414,103414,Hwy 33 E at Molnar,  49.888942,-119.379180,0,
103416,103416,McCurdy at Friesen,  49.901637,-119.380362,0,
103417,103417,Boucherie at Green Bay,  49.835005,-119.579299,0,
103418,103418,Boucherie at Green Bay,  49.834747,-119.579462,0,
103419,103419,McCulloch 3520 Block,  49.840528,-119.403681,0,
103420,103420,McCulloch 3530 Block,  49.840325,-119.403002,0,
103421,103421,Muir at McKenzie,  49.889734,-119.377282,0,
103422,103422,East Boundary at Elk,  49.840472,-119.588920,0,
103423,103423,Westridge at Blueridge,  49.813662,-119.465285,0,
103424,103424,Parkridge at Mission Ridge,  49.815026,-119.457974,0,
103425,103425,Old Vernon at Acland,  49.918048,-119.382879,0,
103426,103426,Hardie at Hemlock,  49.894929,-119.376819,0,
103427,103427,East Boundary at Elk,  49.840227,-119.589158,0,
103428,103428,Merrifield at Mugford,  49.892318,-119.376074,0,
103429,103429,Craig at Hartman,  49.899470,-119.376885,0,
103430,103430,McCurdy at Craig,  49.901840,-119.377519,0,
103432,103432,Chute Lake at Barnaby,  49.809682,-119.498250,0,
103433,103433,McCulloch at Spaarpak,  49.840127,-119.399666,0,
103434,103434,Old Okanagan at Shamrock,  49.849151,-119.601061,0,
103435,103435,Old Okanagan at Shamrock,  49.849244,-119.601161,0,
103436,103436,McCulloch at Spaarpak,  49.839930,-119.399007,0,
103439,103439,Gordon 870 Block,  49.809905,-119.472002,0,
103440,103440,Parkridge at Appleridge,  49.812257,-119.456911,0,
103441,103441,Westridge at Appleridge,  49.810851,-119.463123,0,
103444,103444,Westridge at Westridge Ct.,  49.809055,-119.461363,0,
103445,103445,Chute Lake at Winery,  49.805968,-119.499583,0,
103446,103446,Hwy 33 E at Toovey,  49.877485,-119.368794,0,
103447,103447,Ridge Estates at Elk,  49.836243,-119.594780,0,
103448,103448,Hwy 33 E at Toovey,  49.878837,-119.369306,0,
103450,103450,Elk at Ridge Estates,  49.836310,-119.595872,0,
103451,103451,Arbor View at Windsong,  49.805735,-119.481243,0,
103452,103452,Boucherie at Pritchard,  49.830882,-119.588193,0,
103457,103457,Okanagan College Exchange,  49.860833,-119.481203,0,
103458,103458,McCulloch at McClain,  49.837911,-119.392937,0,
103459,103459,Old Okanagan at Old Raven,  49.845501,-119.606395,0,
103460,103460,Boucherie at Pritchard,  49.830583,-119.589060,0,
103461,103461,McCulloch at Lakevale,  49.837755,-119.391558,0,
103462,103462,Old Okanagan at Louie,  49.845484,-119.607281,0,
103463,103463,Elk at Cougar,  49.838971,-119.601398,0,
103464,103464,Parkridge at Westridge,  49.807642,-119.455922,0,
103465,103465,Elk at Cougar,  49.839165,-119.602458,0,
103467,103467,Old Boucherie at Pritchard,  49.827789,-119.589255,0,
103469,103469,Woodstock at Sandstone Dr,  49.849628,-119.613768,0,
103470,103470,Parkridge at Woodridge,  49.809489,-119.456228,0,
103471,103471,Woodstock at Shannon,  49.850821,-119.614949,0,
103472,103472,Main at Grant,  50.027302,-119.403414,0,
103473,103473,Old Okanagan at Old Raven,  49.844757,-119.609848,0,
103474,103474,Old Boucherie at Pritchard,  49.827908,-119.589945,0,
103475,103475,Woodstock at Shannon Place,  49.850925,-119.614868,0,
103477,103477,Hwy 33 E at Langford,  49.889099,-119.378996,0,
103478,103478,Old Vernon at Morrison,  49.918208,-119.370117,0,
103480,103480,Old Vernon at Morrison,  49.918071,-119.369456,0,
103481,103481,Shannon Way at Westville,  49.849038,-119.615610,0,
103482,103482,Hwy 33 E at Sadler,  49.889037,-119.385844,0,
103483,103483,Carrington at Elk,  49.838415,-119.608981,0,
103484,103484,Old Boucherie at Hitchner,  49.827734,-119.592997,0,
103485,103485,Carrington at Elk,  49.838669,-119.609115,0,
103486,103486,Old Boucherie at Hitchner,  49.827861,-119.593579,0,
103489,103489,McCulloch at Gallaghers Blvd,  49.837955,-119.382259,0,
103490,103490,Hwy 33 E at Hume,  49.868728,-119.361102,0,
103491,103491,Old Boucherie 1950 Block,  49.827813,-119.596997,0,
103492,103492,Old Boucherie 1950 Block,  49.827703,-119.597022,0,
103493,103493,Shannon Lake at Shannon Way,  49.849555,-119.619826,0,
103495,103495,Shannon Lake at Shannon Way,  49.849456,-119.620198,0,
103497,103497,Louie at Elk,  49.840315,-119.612567,0,
103500,103500,Old Boucherie at Boucherie,  49.827668,-119.598752,0,
103501,103501,Hwy 33 E at Traut,  49.869029,-119.362989,0,
103502,103502,Old Okanagan at Bayview,  49.843471,-119.617341,0,
103503,103503,Old Vernon at McKenzie,  49.919618,-119.364327,0,
103505,103505,Old Okanagan at Bayview,  49.843626,-119.617363,0,
103506,103506,Old Vernon at McKenzie,  49.919620,-119.364073,0,
103507,103507,Cooper at Harvey,  49.879568,-119.443092,0,
103508,103508,Carrington 3530 Block,  49.836792,-119.611145,0,
103509,103509,Carrington 3530 Block,  49.836874,-119.611330,0,
103510,103510,Boucherie 2070 Block,  49.827688,-119.600225,0,
103511,103511,Louie at Butt,  49.838531,-119.614986,0,
103512,103512,Cooper at Harvey,  49.879527,-119.443424,0,
103513,103513,Shannon Lake at Old Okanagan Hwy,  49.846515,-119.622228,0,
103515,103515,Loseth at Autumn,  49.866079,-119.354203,0,
103516,103516,Shannon Lake at Old Okanagan Hwy,  49.846219,-119.622340,0,
103518,103518,Boucherie 2030 Block,  49.826773,-119.602108,0,
103519,103519,Boucherie 2030 Block,  49.826647,-119.602017,0,
103520,103520,Quilchena at Providence,  49.796658,-119.511630,0,
103521,103521,Loseth at Feedham,  49.869216,-119.355411,0,
103522,103522,Chute Lake 5150 Block,  49.795586,-119.502190,0,
103523,103523,Quilchena at Thalia,  49.796228,-119.514825,0,
103524,103524,Sunrise at Loseth,  49.862198,-119.357754,0,
103525,103525,Butt at Carrington,  49.835595,-119.614303,0,
103526,103526,Large at St Clare,  49.871898,-119.353768,0,
103527,103527,Butt at Carrington,  49.835320,-119.614414,0,
103528,103528,Old Okanagan at Shannon Lake,  49.844878,-119.623823,0,
103529,103529,Boucherie 2040 Block,  49.826234,-119.604740,0,
103531,103531,Loseth at Lynrick,  49.867476,-119.354804,0,
103532,103532,Boucherie 2040 Block,  49.826190,-119.605262,0,
103533,103533,Quilchena 370 Block,  49.795054,-119.518686,0,
103535,103535,Butt at Louie,  49.837012,-119.619361,0,
103537,103537,Butt at Louie,  49.836897,-119.619366,0,
103538,103538,Hwy 33 E at Oswell (EB),  49.868178,-119.350592,0,
103539,103539,Sunrise at Lynrick,  49.863169,-119.353659,0,
103540,103540,Quilchena at Raven,  49.793962,-119.520991,0,
103541,103541,Old Okanagan 3330 Block,  49.842447,-119.625416,0,
103542,103542,Old Okanagan 3340 Block,  49.842364,-119.625592,0,
103547,103547,Old Vernon at Scotty Creek,  49.933218,-119.364262,0,
103548,103548,Old Vernon at Scotty Creek,  49.933012,-119.364054,0,
103550,103550,Lynrick at Autumn,  49.865283,-119.350585,0,
103551,103551,Old Okanagan at Chieftain,  49.840287,-119.625411,0,
103552,103552,Old Okanagan at Chieftain,  49.840198,-119.625603,0,
103553,103553,Boucherie at Carrall,  49.825236,-119.609474,0,
103554,103554,Black Mountain at Linda,  49.870802,-119.347973,0,
103556,103556,Old Okanagan at Quince,  49.838299,-119.625588,0,
103557,103557,Black Mountain at Begley,  49.869365,-119.347167,0,
103561,103561,Old Vernon 3600 Block,  49.937160,-119.364022,0,
103562,103562,Quilchena at Providence,  49.791274,-119.521882,0,
103563,103563,Old Okanagan at Butt,  49.837115,-119.625331,0,
103564,103564,Old Vernon 3660 Block,  49.937535,-119.364228,0,
103565,103565,Old Okanagan at Butt,  49.836544,-119.625570,0,
103566,103566,Boucherie at Carrall,  49.824763,-119.612680,0,
103569,103569,Airport Way 5610 Block,  49.955849,-119.381414,0,
103573,103573,Elliott at Reece,  49.844213,-119.634096,0,
103574,103574,Airport Way 5680 Block,  49.955711,-119.381640,0,
103575,103575,Old Okanagan at Bering,  49.834197,-119.625524,0,
103576,103576,Old Vernon at Bulman,  49.940426,-119.364035,0,
103577,103577,Old Vernon at Bulman,  49.940790,-119.364547,0,
103579,103579,Gellatly at Carrington,  49.829152,-119.620615,0,
103580,103580,Gellatly at Witt,  49.827317,-119.618766,0,
103581,103581,Gellatly at Carrington,  49.829418,-119.621120,0,
103582,103582,Gellatly at Witt,  49.827575,-119.618995,0,
103584,103584,Old Okanagan 3590 Block,  49.833436,-119.625314,0,
103585,103585,Elliott at Neufeld,  49.841926,-119.634020,0,
103586,103586,Boucherie at Gellatly,  49.823792,-119.615841,0,
103587,103587,Gellatly at Angus,  49.824921,-119.617676,0,
103589,103589,Smith Creek at Elliott,  49.847822,-119.639258,0,
103590,103590,Boucherie at Gellatly,  49.823769,-119.616587,0,
103593,103593,Old Okanagan at Drought,  49.830672,-119.625474,0,
103594,103594,Elliott at Butt,  49.836405,-119.631148,0,
103595,103595,Old Okanagan at Drought,  49.830136,-119.625289,0,
103596,103596,Dobbin at Old Okanagan,  49.828637,-119.624752,0,
103597,103597,Main at Hoskins,  49.829678,-119.626288,0,
103598,103598,Elliott 3580 Block,  49.833550,-119.631244,0,
103599,103599,Old Vernon at Black,  49.951123,-119.368855,0,
103600,103600,Old Vernon at Black,  49.951133,-119.368670,0,
103601,103601,Main at Brown,  49.829653,-119.629324,0,
103602,103602,Elliott at Delray,  49.830165,-119.631131,0,
103604,103604,Airport Way at Lapointe Drive,  49.964145,-119.381675,0,
103607,103607,Airport Way at Lapointe Drive,  49.964185,-119.381893,0,
103608,103608,Lower Glenrosa at Paynter,  49.829714,-119.635663,0,
103609,103609,6250 Blk Airport Way,  49.969763,-119.383770,0,
103610,103610,6240 Blk Airport Way,  49.969502,-119.383393,0,
103611,103611,Hwy 97 at Old Vernon,  49.970782,-119.385689,0,
103613,103613,Old Vernon at Teather,  49.960966,-119.368982,0,
103614,103614,Webber at Dunbarton,  49.838940,-119.653313,0,
103615,103615,Webber at McAllister,  49.840961,-119.655439,0,
103616,103616,Webber at Gorman,  49.837051,-119.653275,0,
103617,103617,Webber at Aberdeen,  49.835379,-119.653262,0,
103618,103618,Webber at McRae,  49.843041,-119.659006,0,
103619,103619,Old Vernon at Spencer,  49.970359,-119.370699,0,
103620,103620,Old Vernon at Spencer,  49.970513,-119.370675,0,
103621,103621,Lower Glenrosa at Glenway,  49.826582,-119.646794,0,
103622,103622,Webber at McGregor,  49.845421,-119.661728,0,
103623,103623,Webber at Scottstown,  49.832890,-119.653237,0,
103624,103624,McNair at Webber,  49.847166,-119.663504,0,
103625,103625,McIver at McRae,  49.841965,-119.661999,0,
103626,103626,McIver at McBain,  49.843758,-119.663674,0,
103627,103627,Webber at Salloum,  49.829946,-119.653219,0,
103628,103628,McIver at McTaggart,  49.839649,-119.660963,0,
103629,103629,McIver at McRobbie,  49.846687,-119.665797,0,
103630,103630,Lower Glenrosa at Glenford,  49.828216,-119.652865,0,
103631,103631,McLeod at McGinnis,  49.843999,-119.665390,0,
103632,103632,Lower Glenrosa at Glen,  49.825004,-119.650733,0,
103633,103633,McGinnis at McGee,  49.842240,-119.664876,0,
103634,103634,McIver at Glenrosa,  49.834342,-119.659859,0,
103635,103635,Glenrosa 2940 Block,  49.830329,-119.656306,0,
103636,103636,McLeod at McCoy,  49.845943,-119.667786,0,
103637,103637,Glenrosa at Glen Abbey,  49.832010,-119.658657,0,
103638,103638,McLeod at Blue Jay,  49.847480,-119.669306,0,
103639,103639,Glenrosa at McIver,  49.834625,-119.661884,0,
103640,103640,Glenrosa at Parkhurst,  49.836535,-119.663346,0,
103641,103641,Canary at Blue Jay,  49.848702,-119.671692,0,
103642,103642,McGinnis at Liard,  49.838946,-119.666323,0,
103643,103643,Glenrosa at Dunfield,  49.824229,-119.653862,0,
103644,103644,Gates at McMurchie,  49.844691,-119.670194,0,
103645,103645,Glenrosa at Rosedale,  49.838199,-119.667391,0,
103646,103646,Oriole at Canary,  49.847523,-119.673190,0,
103647,103647,Gates at McPherson,  49.842001,-119.670234,0,
103648,103648,Salmon at Oriole,  49.845664,-119.672910,0,
103649,103649,Gates at Glenrosa,  49.840894,-119.670245,0,
103650,103650,Hwy 97 at Parkinson,  50.000744,-119.402788,0,
103652,103652,Hwy 97 at Commonwealth,  50.007110,-119.403201,0,
103653,103653,Hwy 97 at Commonwealth,  50.008331,-119.402754,0,
103654,103654,Hwy 97 at Beaver Lake,  50.020814,-119.406170,0,
103655,103655,Hwy 97 at Okanagan Centre,  50.021783,-119.406769,0,
103656,103656,Aerospace Rd  & Airport Way,  49.952067,-119.383340,0,
103657,103657,Hwy 97 at Pollard,  50.026270,-119.405360,0,
103658,103658,Main at Windfield,  50.023517,-119.404179,0,
103659,103659,Okanagan Centre at Berry,  50.030786,-119.410336,0,
103660,103660,Berry at Bottom Wood Lake,  50.029497,-119.402772,0,
103661,103661,Bottom Wood Lake 10220 block,  50.031059,-119.401909,0,
103662,103662,Okanagan Centre at Camp,  50.035858,-119.411562,0,
103663,103663,Lodge at Bottom Wood Lake,  50.034615,-119.400961,0,
103664,103664,Lodge at Meadow,  50.034645,-119.395356,0,
103665,103665,Huston at Huston,  49.795643,-119.698385,0,
103666,103666,Lodge 3580 Block,  50.034656,-119.393348,0,
103667,103667,Buchanan at Burden,  49.794582,-119.699329,0,
103668,103668,Okanagan Centre at Seaton,  50.041273,-119.414525,0,
103669,103669,Huston at Shaw,  49.794779,-119.701406,0,
103670,103670,Okanagan Centre at Williams,  50.044057,-119.416770,0,
103671,103671,Buchanan at Beach Avenue,  49.792418,-119.702556,0,
103672,103672,Huston at Lang,  49.792475,-119.705449,0,
103673,103673,Lodge at Quail,  50.040676,-119.391908,0,
103674,103674,Okanagan Centre 11330 Block,  50.047460,-119.418336,0,
103675,103675,Buchanan at Hwy 97 S,  49.789104,-119.707431,0,
103676,103676,Lodge at Sherman,  50.042989,-119.391357,0,
103677,103677,Okanagan Centre at Davidson,  50.050028,-119.419128,0,
103678,103678,Lodge 11200 Block,  50.045133,-119.390832,0,
103679,103679,Woodsdale at Turtle Bay,  50.049335,-119.407736,0,
103680,103680,Aerospace Dr & Airport Way,  49.952111,-119.383079,0,
103681,103681,Woodsdale at Bottom Wood Lake,  50.049339,-119.402667,0,
103682,103682,Trepanier Bench at Desert Pines,  49.786359,-119.710771,0,
103683,103683,Woodsdale at Reiswig,  50.049341,-119.397673,0,
103684,103684,Woodsdale at Lodge,  50.049365,-119.390960,0,
103685,103685,Oceola at Pretty (NB),  50.054690,-119.411244,0,
103686,103686,Peachland Village Centre,  49.784704,-119.717975,0,
103688,103688,Okanagan Centre at Oceola,  50.060042,-119.418691,0,
103689,103689,13th St at Lake,  49.782642,-119.723326,0,
103690,103690,13th St at Lake,  49.782699,-119.723101,0,
103691,103691,Beach at 11th St,  49.781917,-119.729107,0,
103692,103692,Beach at 11th St,  49.781202,-119.731116,0,
103693,103693,Beach at 8th St,  49.780514,-119.732036,0,
103694,103694,Beach at 6th St,  49.777590,-119.733789,0,
103695,103695,Beach at 6th St,  49.776371,-119.734211,0,
103696,103696,Beach at 5th St,  49.775370,-119.734640,0,
103697,103697,Beach at 5th St,  49.775280,-119.734961,0,
103698,103698,Beach at 4th St,  49.774509,-119.735437,0,
103699,103699,Beach at 4th St,  49.774295,-119.735277,0,
103700,103700,Beach at Highway 97,  49.770983,-119.738936,0,
103701,103701,Beach at Highway 97,  49.770480,-119.739710,0,
103702,103702,Princeton at Lakeview,  49.769934,-119.742624,0,
103703,103703,Princeton at Princess,  49.768789,-119.744640,0,
103704,103704,Princeton at Columbia,  49.768513,-119.745773,0,
103705,103705,Princeton at Somerset,  49.766682,-119.748252,0,
103706,103706,Princeton at Somerset,  49.766239,-119.748663,0,
103707,103707,Princeton at Lipsett,  49.764707,-119.751428,0,
103708,103708,Princeton at Lipsett,  49.764657,-119.751737,0,
103709,103709,Princeton at Gummow,  49.762583,-119.754717,0,
103710,103710,Princeton at Ellison,  49.762388,-119.757133,0,
103711,103711,Princeton at Turner,  49.759468,-119.760764,0,
103712,103712,Princeton at Turner,  49.759621,-119.761612,0,
103713,103713,Princeton at Whinton,  49.757002,-119.763564,0,
103714,103714,Princeton at Whinton,  49.756878,-119.763989,0,
103715,103715,Princeton at Vernon,  49.755119,-119.766365,0,
103716,103716,Princeton at Vernon,  49.755062,-119.766993,0,
103717,103717,Princeton 5000 Block,  49.753777,-119.771651,0,
103718,103718,Princeton 5000 Block,  49.753643,-119.771485,0,
103719,103719,Princeton at Forest Hill,  49.752414,-119.778416,0,
103720,103720,Princeton at Keyes,  49.752294,-119.778558,0,
103721,103721,Princeton at Pineridge,  49.752133,-119.783572,0,
103722,103722,Princeton at Pineridge,  49.752000,-119.783545,0,
103723,103723,Princeton at Bradbury,  49.751924,-119.787646,0,
103744,103744,Hwy 97 at Westside Road - Westside Road Stn,  49.881858,-119.536440,0,
103745,103745,Hwy 97 at Sneena - Westside Road Stn,  49.880823,-119.534995,0,
103800,103800,Lequime 670 block,  49.835566,-119.484825,0,
103801,103801,Lequime 670 block (EB),  49.835561,-119.484333,0,
103802,103802,Lakeshore at Old Meadows,  49.832564,-119.487344,0,
103803,103803,Lakeshore at Simeon,  49.828395,-119.488805,0,
103804,103804,Lakeshore at Willms,  49.826054,-119.488838,0,
103805,103805,Chute Lake at Barnaby,  49.809916,-119.497759,0,
103806,103806,Chute Lake at Chute Lake Cresent,  49.801792,-119.498170,0,
103807,103807,Chute Lake at Chute Lake Cresent,  49.801875,-119.497815,0,
103808,103808,Chute Lake at South Crest,  49.798376,-119.499105,0,
103809,103809,Chute Lake at South Crest,  49.798863,-119.498774,0,
103810,103810,Chute Lake 5160 Block,  49.795713,-119.502598,0,
103811,103811,Chute Lake at Lark,  49.795388,-119.508634,0,
103812,103812,Chute Lake at Hedeman,  49.794580,-119.510645,0,
103813,103813,Chute Lake at Lakepointe,  49.790987,-119.513940,0,
103814,103814,Chute Lake at Farron,  49.789321,-119.517954,0,
103815,103815,Gordon at Old Meadows,  49.832381,-119.483105,0,
103816,103816,Gordon at Young,  49.828929,-119.483105,0,
103817,103817,Gordon at Young,  49.828434,-119.483365,0,
103818,103818,Gordon at Tozer,  49.824264,-119.483043,0,
103820,103820,Gordon at Raymer,  49.819715,-119.482991,0,
103821,103821,Gordon at Raymer,  49.818865,-119.483240,0,
103824,103824,Gordon at McClure,  49.816117,-119.482952,0,
103825,103825,Gordon at McClure,  49.815363,-119.483177,0,
103826,103826,Gordon at Buck,  49.813672,-119.483192,0,
103827,103827,Gordon at Paret,  49.810943,-119.477958,0,
103828,103828,Gordon at Paret,  49.811059,-119.477785,0,
103829,103829,Gordon 870 Block,  49.809641,-119.471665,0,
103833,103833,Arbor View at Windsong,  49.806094,-119.477386,0,
103844,103844,Princeton at Pierce,  49.753158,-119.790038,0,
103845,103845,Country Club at Via Central,  49.954973,-119.399753,0,
103846,103846,Innovation at Fleet,  49.949521,-119.389630,0,
103847,103847,Innovation at Fleet,  49.950150,-119.389815,0,
103848,103848,Country Club at Quail Ridge,  49.962902,-119.399077,0,
103849,103849,Country Club at Via Central,  49.955036,-119.399958,0,
103851,103851,Quail Ridge at Country Club,  49.962491,-119.398245,0,
103852,103852,Country Club 1840 block,  49.953112,-119.399438,0,
103853,103853,Country Club Drive 1840 Block,  49.953002,-119.399680,0,
103858,103858,Country Club 1740 block,  49.951168,-119.399763,0,
104212,104212,Shannon Lake at Shannon Woods Drive,  49.865892,-119.605815,0,
104911,104911,Old Okanagan at Skyview,  49.844917,-119.609467,0,
104912,104912,Beach at 12th St,  49.781823,-119.726075,0,
104913,104913,Old Vernon at Teather,  49.961447,-119.368750,0,
104914,104914,Crawford 1240 Block,  49.820415,-119.466778,0,
104915,104915,Airport Way at Hwy 97,  49.952105,-119.388446,0,
104916,104916,Innovation at Airport Way,  49.951647,-119.389576,0,
140000,140000,Highway 97 at Bertram,  49.883844,-119.491439,0,
140001,140001,Woodsdale at Bottom Wood Lake,  50.049344,-119.404001,0,
140002,140002,Highway 97 at Gordon,  49.883752,-119.478706,0,
140003,140003,Highway 97 at Gordon,  49.883267,-119.475337,0,
140004,140004,Westbank Exchange,  49.828648,-119.631148,0,
140005,140005,Westbank Exchange,  49.829331,-119.631117,0,
140006,140006,Westbank Exchange,  49.828750,-119.630792,0,
140007,140007,Boucherie Mountain Exchange,  49.862085,-119.585281,0,
140008,140008,Boucherie Mountain Exchange,  49.862138,-119.584936,0,
140009,140009,Boucherie Mountain Exchange,  49.862094,-119.585110,0,
140010,140010,Boucherie Mountain Exchange,  49.861538,-119.585188,0,
140011,140011,Boucherie Mountain Exchange,  49.861386,-119.585177,0,
140012,140012,Gordon at Lexington,  49.839336,-119.482447,0,
140013,140013,Sneena at Westside,  49.880690,-119.534173,0,
140014,140014,Bottom Wood Lake at Konschuh,  50.028711,-119.399357,0,
140015,140015,Bottom Wood Lake at Seniors Centre,  50.023462,-119.399205,0,
140016,140016,Beaver Lake at Jensen,  50.020172,-119.401057,0,
140017,140017,Main at Hill,  50.020835,-119.404179,0,
140018,140018,Ellis at Clement,  49.893181,-119.493396,0,
140019,140019,Clement at Richter,  49.893488,-119.487941,0,
140020,140020,Clement at Ethel,  49.893467,-119.482296,0,
140021,140021,Gordon at Coronation,  49.892379,-119.477131,0,
140022,140022,Gordon at Bernard,  49.886779,-119.477164,0,
140023,140023,Gordon at Laurier,  49.882371,-119.477219,0,
140024,140024,Gordon at KLO,  49.860216,-119.474513,0,
140025,140025,Gordon at Lanfranco,  49.857063,-119.474585,0,
140026,140026,Gordon at Casorso,  49.850557,-119.476978,0,
140027,140027,Gordon at Cook,  49.845169,-119.480603,0,
140028,140028,Gordon at Lexington,  49.839910,-119.482082,0,
140029,140029,Gordon at Cook,  49.845721,-119.479876,0,
140030,140030,Gordon at Casorso,  49.851242,-119.476153,0,
140031,140031,Gordon at Bothe,  49.857680,-119.474219,0,
140032,140032,Gordon at KLO,  49.860177,-119.474164,0,
140033,140033,Gordon at Raymer,  49.865329,-119.474100,0,
140034,140034,Gordon at Cameron,  49.870559,-119.474763,0,
140035,140035,Gordon at Guisachan,  49.873192,-119.476146,0,
140036,140036,Gordon at Springfield,  49.877240,-119.476939,0,
140037,140037,Gordon at Harvey,  49.882587,-119.476881,0,
140038,140038,Gordon at Bernard,  49.886885,-119.476835,0,
140039,140039,Gordon at Cawston,  49.891852,-119.476877,0,
140040,140040,Clement at Ethel,  49.893617,-119.483303,0,
140041,140041,Clement at Richter,  49.893650,-119.488889,0,
140042,140042,Ellis at Clement,  49.893153,-119.493617,0,
140043,140043,Cadder at Richter,  49.876261,-119.487621,0,
140044,140044,Ellis at Doyle,  49.890383,-119.493404,0,
140045,140045,Cadder at Ethel,  49.876417,-119.483137,0,
140046,140046,Cadder at Richter,  49.876411,-119.488914,0,
140047,140047,Cadder at Pandosy,  49.876263,-119.490704,0,
140048,140048,Springfield at Gordon,  49.876867,-119.478149,0,
140049,140049,Hwy 97 at Richter,  49.883484,-119.490351,0,
140050,140050,Clement at Gordon,  49.893682,-119.477769,0,
140051,140051,Clement at Gordon,  49.893372,-119.475888,0,
140052,140052,Kelowna General Hospital,  49.872502,-119.491391,0,
140053,140053,Pandosy at Osprey,  49.865794,-119.491082,0,
140054,140054,Woodsdale at Bottom Wood Lake,  50.049203,-119.403999,0,
140055,140055,KLO at Benvoulin,  49.860846,-119.455012,0,
140056,140056,Bernard at Elm,  49.886213,-119.465795,0,
140057,140057,Ellis 1300 Block,  49.889823,-119.493630,0,
140058,140058,Asquith at Saddleback,  49.850727,-119.623528,0,
140059,140059,Ironridge at Ironridge Pl.,  49.854497,-119.627819,0,
140060,140060,WildHorse at Bridlehill,  49.853878,-119.633022,0,
140061,140061,WildHorse at Bridlehill,  49.853485,-119.635579,0,
140062,140062,Whispering Hills at Wild Horse,  49.852284,-119.641658,0,
140063,140063,CopperRidge at Smith,  49.853908,-119.643851,0,
140064,140064,Smith Creek at Sugosa,  49.851763,-119.643095,0,
140065,140065,Hudson at Concord,  49.862684,-119.562907,0,
140066,140066,Hudson at Westlake,  49.862631,-119.563892,0,
140067,140067,Louie at Butt,  49.837768,-119.615676,0,
140068,140068,Louie at Elk,  49.840285,-119.612265,0,
140069,140069,Stevens at Mcdougall,  49.865980,-119.567468,0,
140071,140071,Hwy 97 at Butt,  49.837125,-119.614166,0,
140072,140072,Hwy 97 at Butt,  49.835323,-119.617136,0,
140073,140073,Hwy 97 at Westlake,  49.864230,-119.562830,0,
140074,140074,Hwy 97 at Westlake - Hudson Station,  49.863219,-119.566566,0,
140077,140077,Bottom Wood Lake at Powley,  50.037816,-119.403101,0,
140078,140078,Bottom Wood Lake at Mayrus,  50.043116,-119.403155,0,
140079,140079,Bottom Wood Lake at Wageman,  50.045966,-119.403122,0,
140080,140080,Lake Hill at Lake Breeze,  50.065980,-119.419004,0,
140081,140081,Shoreline at Stillwater,  50.068593,-119.420104,0,
140082,140082,Shoreline Way at Lake Hill,  50.073517,-119.417260,0,
140083,140083,Lake Hill at Shoreline Way,  50.071711,-119.416468,0,
140084,140084,Stillwater at Lake Hill,  50.069555,-119.418569,0,
140085,140085,Stillwater at Driftwood,  50.067840,-119.419294,0,
140086,140086,Lake Hill at Lake Breeze,  50.066288,-119.419065,0,
140087,140087,Lake Hill at Oceola,  50.061205,-119.418380,0,
140088,140088,Oceola at Pretty,  50.054704,-119.411453,0,
140089,140089,Woodsdale at Turtle Bay,  50.049195,-119.407624,0,
140090,140090,Bottom Wood Lake at Wageman,  50.046292,-119.402931,0,
140091,140091,Bottom Wood Lake at Mayrus,  50.043349,-119.402901,0,
140092,140092,Bottom Wood Lake at Powley,  50.038302,-119.402878,0,
140093,140093,Bottom Wood Lake at Berry,  50.030315,-119.401959,0,
140094,140094,East Boundary at Wolfe,  49.839307,-119.591795,0,
140095,140095,East Boundary at Wolfe,  49.839162,-119.591811,0,
140096,140096,Lake Hill at Oceola,  50.061049,-119.418137,0,
140098,140098,Alumni Ave at Transit Way,  49.939929,-119.394638,0,
140099,140099,UBCO Exchange,  49.939310,-119.394996,0,
140100,140100,Transit Way at Alumni Ave,  49.939482,-119.394267,0,
